dialogue_id,sent_idx,turn,role,text,er_label,ee_label
20180825-061105_792_live,29,4,persuadee,I think helping children is an important thing as they are our future!,,positive-reaction-to-donation
20180825-061105_792_live,30,5,persuader,I feel like you are smart enough and definitely moral enough to be the boss.,comment-partner,
20180825-061105_792_live,31,5,persuader,I hope you have success  in your field.,praise-user,
20180825-061105_792_live,32,5,persuader,I don't have that great of a job or boss but I'd still  I would like to match a donation with you if you're willing to try help kids with me.,self-modeling,
20180825-061105_792_live,33,5,persuader,"I am parent and I feel like I need extra help sometimes too , but knowing that I could REALLY help them makes feel like a better parent.",personal-story,
20180825-061105_792_live,34,5,persuadee,I think donating to this cause would def be a step in the right direction to hopefully helping across the world the children that are in dispair.,,positive-reaction-to-donation
20180825-061105_792_live,35,5,persuadee,They are the weak ones in my eyes.,,positive-reaction-to-donation
20180825-061105_792_live,36,6,persuader,"I don't want you to donate any more than you want, so if you want to donate how much do you to do?",ask-donation-amount,
20180825-061105_792_live,37,6,persuader,I think any amount you give (especially more) will definitely help and I want you to know that it would be deducted from you task payment.,logical-appeal,
20180825-061105_792_live,38,6,persuader,"Whatever you choose to do or the amount you want to give, I feel like you've changed my mind about charity, not the other way around, so I want to thank you for that.",logical-appeal,
20180825-061105_792_live,39,6,persuadee,I think its just the perspective of the person but we all inheriently want to help as much as we can.,,positive-reaction-to-donation
20180825-061105_792_live,40,6,persuadee,I would donate half of this hit payment to this charity and feel good about it I think.,,agree-donation
20180825-061105_792_live,41,7,persuader,"If you're doing this task then you might be able to afford it, but if you can I'd probably say you should really donate it all just this one time.",ask-donate-more,
20180825-061105_792_live,42,7,persuader,"So whatever you donate I can donate as well, and can actually help each other donate to the kids.",foot-in-the-door,
20180825-061105_792_live,43,7,persuader,You want to match all our payment to Save the Children?,confirm-donation,
20180825-061105_792_live,44,7,persuader,Would that be okay?,confirm-donation,
20180825-061105_792_live,45,7,persuader,Or should we lock in your half payment?,confirm-donation,
20180825-061105_792_live,46,7,persuadee,I think I would feel good about half and if you are inclined to donate as well that would be fabulous.,,provide-donation-amount
20180825-061105_792_live,47,7,persuadee,I would lock into half.,,provide-donation-amount
20180825-061105_792_live,48,8,persuader,Sure let's do it.,acknowledgement,
20180825-061105_792_live,49,8,persuader,"I might donate a little more I don't know how to do that but, I think they deserve it, I'm convince by talking to you that people regardless of how they feel about refugees that they can still care about kids.",self-modeling,
20180825-061105_792_live,50,8,persuadee,I agree if we don't take care of the kids we risk losing a whole generation of people!,,positive-reaction-to-donation
20180825-061105_792_live,51,9,persuader,"Oh, I didn't think of it like that either.",other,
20180825-061105_792_live,52,9,persuader,"I always picture like you said about your boss, one kid.",other,
20180825-061105_792_live,53,9,persuader,"But you're right it's a whole generation, that's A LOT of people.",acknowledgement,
20180825-061105_792_live,54,9,persuader,"I always forget that kids turn into adults, i mean not that part, but the whole part where they are all apart of the community! :)",other,
20180825-061105_792_live,55,9,persuadee,Thanks for talking me thru this today!,,thank
20180825-061105_792_live,56,9,persuadee,It is been enlightning!,,closing
20180825-065411_526_live,0,0,persuader,will you donate some of your payment to save the children?,proposition-of-donation,
20180825-065411_526_live,1,0,persuadee,"Yes, I would donate some of my payment to help save children.",,agree-donation
20180825-065411_526_live,2,0,persuadee,How about you?,,ask-persuader-donation-intention
20180825-065411_526_live,3,0,persuadee,Are we supposed to mutually agree to both give a certain amount?,,task-related-inquiry
20180825-065411_526_live,4,1,persuader,No but this doesn't end till you do.,negative-to-inquiry,
20180825-065411_526_live,5,1,persuader,You have to name a specific amount then I match it.,donation-information,
20180825-065411_526_live,6,1,persuader,Do small I think,donation-information,
20180825-065411_526_live,7,1,persuadee,I would be willing to give 10 cents of the 30 cent payment to help save children.,,provide-donation-amount
20180825-065411_526_live,8,2,persuader,The research team will collect all donations and send it to Save the Children.,donation-information,
20180825-065411_526_live,9,2,persuadee,I'm good with them doing that.,,positive-reaction-to-donation
20180825-065411_526_live,10,2,persuadee,Like mentioned I'm willing to give 10 cents of the 30 cents.,,provide-donation-amount
20180825-065411_526_live,11,3,persuader,The research team will collect all donations and send it to Save the Children.,donation-information,
20180825-065411_526_live,12,3,persuadee,Are you willing to match my 10 cent donation to Save the Children,,ask-persuader-donation-intention
20180825-065411_526_live,13,4,persuader,Yes I will match your 10 cent donation,self-modeling,
20180825-065411_526_live,14,4,persuadee,"Okay, so we are in agreement on the amount and donating, what else do we need to discuss?",,task-related-inquiry
20180825-065411_526_live,15,4,persuadee,More about the charity?,,ask-org-info
20180825-065411_526_live,16,4,persuadee,The instructions weren't super clear on my end.,,ask-donation-procedure
20180825-065411_526_live,17,5,persuader,Mine either.,positive-to-inquiry,
20180825-065411_526_live,18,5,persuader,Gah!,other,
20180825-065411_526_live,19,5,persuader,I just copied and pasted what they said.,other,
20180825-065411_526_live,20,5,persuader,"maybe say ""I will donate .10 of my .30 payment.""",self-modeling,
20180825-065411_526_live,21,5,persuadee,I will donate 10 cents of my 30 cent payment.,,provide-donation-amount
20180825-065411_526_live,22,5,persuadee,"You should  type the same  thing and if perhaps if you know anything about the charity, share it?",,ask-org-info
20180825-065411_526_live,23,6,persuader,This is a great charity and I will match you .10 cent payment.,self-modeling,
20180825-065411_526_live,24,6,persuadee,"Okay,  so we are in agreement on the payment  to the charity.",,acknowledgement
20180825-065411_526_live,25,6,persuadee,I assume save the children would be able helping children in three world countries.,,positive-reaction-to-donation
20180825-065411_526_live,26,6,persuadee,I wish they were way more specific in the instructions on both ends.,,positive-reaction-to-donation
20180825-065411_526_live,27,7,persuader,"Aha their are 10 minimum chat turns required, we are almost there.",other,
20180825-065411_526_live,28,7,persuader,I will match .10 cents,self-modeling,
20180825-065411_526_live,29,7,persuadee,"oh, I didn't know that I just assumed if we reached an agreement before that they would let us advance.",,off-task
20180825-065411_526_live,30,7,persuadee,What do you know about this charity?,,ask-org-info
20180825-065411_526_live,31,8,persuader,It supports childrens rights worldwide.,credibility-appeal,
20180825-065411_526_live,32,8,persuader,The research team will collect all donations and send it to Save the Children,donation-information,
20180825-065411_526_live,33,8,persuadee,oh so specifically in third world countries were they are mistreated or does it include first world countries as well?,,ask-org-info
20180825-065411_526_live,34,9,persuader,Yes working in Syria right now.,donation-information,
20180825-065411_526_live,35,9,persuader,The research team will collect all donations and send it to Save the Children,donation-information,
20180825-065411_526_live,36,9,persuadee,"Yes, they need all the help they can get there after the missiles and chemical attacks",,acknowledgement
20180825-075611_866_live,0,0,persuader,Hello how are you this morning.,greeting,
20180825-075611_866_live,1,0,persuadee,"I'm good, and you?",,greeting
20180825-075611_866_live,2,1,persuader,"I'm very well, thank you.",greeting,
20180825-075611_866_live,3,1,persuader,Well the reason I'm contacting you is because I'm trying to find donors for the Save the Children foundation.,source-related-inquiry,
20180825-075611_866_live,4,1,persuader,"Your donation will help ensure children's rights to health, education and safety.",logical-appeal,
20180825-075611_866_live,5,1,persuader,Your donation can help children in need reach their full potential and what's really more important that our children as they are our future.,logical-appeal,
20180825-075611_866_live,6,1,persuadee,How much money are you looking for?,,ask-donation-procedure
20180825-075611_866_live,7,2,persuader,Any amount of donation would help in this cause.,foot-in-the-door,
20180825-075611_866_live,8,2,persuader,It's surprising how little can make an impact on these kids.,foot-in-the-door,
20180825-075611_866_live,9,2,persuader,The amount of donation is completely up to you,donation-information,
20180825-075611_866_live,10,2,persuadee,How much of my donation goes to the kids,,ask-donation-procedure
20180825-075611_866_live,11,3,persuader,Everything you donate will go to the save the children foundation.,donation-information,
20180825-075611_866_live,12,3,persuadee,What kind of supplies does my donation provide,,task-related-inquiry
20180825-075611_866_live,13,4,persuader,The supplies vary based on need.,negative-to-inquiry,
20180825-075611_866_live,14,4,persuader,Right now they are funding medical and school supplies for kids.,credibility-appeal,
20180825-075611_866_live,15,4,persuader,As well as preparing a fund to help with whatever damage comes from the hurricane that is bearing down on Hawaii right now.,credibility-appeal,
20180825-075611_866_live,16,4,persuadee,So if this just for children in America?,,ask-org-info
20180825-075611_866_live,17,5,persuader,"No, they do help children all over the world.",credibility-appeal,
20180825-075611_866_live,18,5,persuader,"Such as children in Syria who have lost everything from parents to homes due to the conflict they are experiencing, children in Africa who have been orphaned and just need care,",credibility-appeal,
20180825-075611_866_live,19,5,persuadee,"Id like to make a donation, how do I do that",,agree-donation
20180825-075611_866_live,20,6,persuader,You can choose to donate your some or all of your payout from this task.,donation-information,
20180825-075611_866_live,21,6,persuader,The agreement will be recorded from this chat and deducted from your account.,donation-information,
20180825-075611_866_live,22,6,persuadee,What if i'd like to donate more,,agree-donation
20180825-075611_866_live,23,7,persuader,You can always donate more at  URL,donation-information,
20180825-075611_866_live,24,7,persuadee,I think I'd like to donate 0.05,,provide-donation-amount
20180825-075611_866_live,25,8,persuader,Ok I understand that you would like to donate .05 of your payout to save the children.,confirm-donation,
20180825-075611_866_live,26,8,persuader,Thank you so much as every little counts and I appreciate your donation,thank,
20180825-075611_866_live,27,8,persuadee,"You're welcome, is there anything else that I can do to help",,you-are-welcome
20180825-075611_866_live,28,9,persuader,Nope that would be all for today.,negative-to-inquiry,
20180825-075611_866_live,29,9,persuader,Thank you for supporting the children of the world.,thank,
20180825-075611_866_live,30,9,persuadee,Great.,,acknowledgement
20180825-075611_866_live,31,9,persuadee,Thanks for the oppertunity.,,thank
20180825-075913_208_live,0,0,persuader,Would you be interested in donating to Save the Children ?,proposition-of-donation,
20180825-075913_208_live,1,0,persuadee,I am one who like to donate.,,agree-donation
20180825-075913_208_live,2,0,persuadee,Can you tell me more about it?,,ask-org-info
20180825-075913_208_live,3,1,persuader,"Save the Children helps to promote childrens rights to health, education, and safety.",credibility-appeal,
20180825-075913_208_live,4,1,persuadee,Do they have any focus right now?,,ask-org-info
20180825-075913_208_live,5,1,persuadee,More as where are the majority of the fund headed towards right now/,,other
20180825-075913_208_live,6,2,persuader,At this point a lot of the focus is children in war zones.,credibility-appeal,
20180825-075913_208_live,7,2,persuader,some of these donations can address the problem of the daily threat of violence,credibility-appeal,
20180825-075913_208_live,8,2,persuadee,It seems like Syria seems to be a high stakes area.,,other
20180825-075913_208_live,9,2,persuadee,Are any fund going to help the the children in Hawaii after the volcano and hurricane?,,ask-org-info
20180825-075913_208_live,10,3,persuader,"I'm not sure, but I think that would be a great idea.",negative-to-inquiry,
20180825-075913_208_live,11,3,persuader,Maybe you could get more information on that by getting in contact with someone at  URL,credibility-appeal,
20180825-075913_208_live,12,3,persuadee,What are some of the things that they do for the children?,,ask-org-info
20180825-075913_208_live,13,3,persuadee,I would like to donate but I am not a huge fan or donating just for promotion?,,negative-reaction-to-donation
20180825-075913_208_live,14,4,persuader,"They help to provide basic health care, provide disaster relief, and help to ensure their rights to education and safety.",credibility-appeal,
20180825-075913_208_live,15,4,persuader,How much would you like to donate ?,ask-donation-amount,
20180825-075913_208_live,16,4,persuader,Your donation will be deducted from your task payment.,donation-information,
20180825-075913_208_live,17,4,persuadee,I am interested in donating most of my task payment.,,positive-reaction-to-donation
20180825-075913_208_live,18,4,persuadee,How would I go about this?,,ask-donation-procedure
20180825-075913_208_live,19,5,persuader,I do believe you have to go to  URL,donation-information,
20180825-075913_208_live,20,5,persuadee,Would 60% of the task payment be enough?,,provide-donation-amount
20180825-075913_208_live,21,5,persuadee,I know its not much.,,other
20180825-075913_208_live,22,6,persuader,"Yes, that sounds good.",acknowledgement,
20180825-075913_208_live,23,6,persuader,How much would that be ?,ask-donation-amount,
20180825-075913_208_live,24,6,persuadee,I think it would be roughly $1.20.,,provide-donation-amount
20180825-075913_208_live,25,6,persuadee,Is there a follow up on to see how my money while little is may be is being put to use?,,ask-donation-procedure
20180825-075913_208_live,26,7,persuader,I do believe you can get that information from their website.,donation-information,
20180825-075913_208_live,27,7,persuader,Thank you so much for taking the time to speak with me and also for your donation.,thank,
20180825-075913_208_live,28,7,persuader,Take care and have a great day.,closing,
20180825-075913_208_live,29,7,persuader,This charity seems to have children's best interests at heart.,other,
20180825-075913_208_live,30,7,persuadee,I am very happy to help,,positive-reaction-to-donation
20180825-075913_208_live,31,8,persuader,Yes it does.,acknowledgement,
20180825-075913_208_live,32,8,persuader,"Now, how do we submit this hit ?",other,
20180825-075913_208_live,33,8,persuadee,We still have chat a bit more.,,other
20180825-075913_208_live,34,8,persuadee,Have you heard any break thought about this charity?,,ask-org-info
20180825-075913_208_live,35,8,persuadee,I am really interested.,,other
20180825-075913_208_live,36,9,persuader,You were asking about the hurricane relief in Hawaii.,credibility-appeal,
20180825-075913_208_live,37,9,persuader,"From what I understand, they are on stand-by and ready to provide help if needed.",credibility-appeal,
20180825-075913_208_live,38,9,persuader,I think that is awesome.,other,
20180825-075913_208_live,39,9,persuader,I had no idea they operated in the USA also.,other,
20180825-075913_208_live,40,9,persuader,I always thought these organizations focused on other countries,other,
20180825-075913_208_live,41,9,persuadee,That is very awesome.,,acknowledgement
20180825-075913_208_live,42,9,persuadee,I am proud to be apart of helping them help others,,positive-reaction-to-donation
20180825-075913_208_live,43,9,persuadee,I also found out that 86% of donations goes to services and only 5% goes to management.,,positive-reaction-to-donation
20180825-075913_208_live,44,9,persuadee,I was glad to hear that.,,positive-reaction-to-donation
20180825-075913_208_live,45,9,persuadee,It was nice chatting with you.,,closing
20180825-075913_208_live,46,9,persuadee,I enjoyed this.,,closing
20180825-075913_208_live,47,9,persuadee,You take care and have a good day.,,closing
20180825-080802_964_live,0,0,persuader,"Hi, good morning!",greeting,
20180825-080802_964_live,1,0,persuadee,Hello!,,greeting
20180825-080802_964_live,2,1,persuader,Were you able to read a little about the charity Save the Children?,source-related-inquiry,
20180825-080802_964_live,3,1,persuadee,"No, I didn't see anything.",,negative-to-inquiry
20180825-080802_964_live,4,1,persuadee,I'm a little familiar with the charity though.,,negative-to-inquiry
20180825-080802_964_live,5,2,persuader,"Oh, awesome!",acknowledgement,
20180825-080802_964_live,6,2,persuader,"Well, in case you didn't know, Save the Children is a great charity that focuses on helping kids around the world.",credibility-appeal,
20180825-080802_964_live,7,2,persuader,"They use almost 90% of all donations directly to help children in the areas of education, safety and emergency...",credibility-appeal,
20180825-080802_964_live,8,2,persuadee,That's good to know that almost 90 percent of all donations go directly to help children.,,positive-reaction-to-donation
20180825-080802_964_live,9,2,persuadee,We know it's a problem not just in the United States.,,other
20180825-080802_964_live,10,3,persuader,"Yes, exactly.",acknowledgement,
20180825-080802_964_live,11,3,persuader,I'm not a fan of charities that keep a lot of their proceeds for themselves.,personal-story,
20180825-080802_964_live,12,3,persuader,That's one reason I really like this one.,personal-story,
20180825-080802_964_live,13,3,persuader,Do you think you would be willing to make a small donation to Save the Children today?,proposition-of-donation,
20180825-080802_964_live,14,3,persuadee,I most likely will.,,agree-donation
20180825-080802_964_live,15,3,persuadee,"I would like to read some more information, probably on their website, then donate from there.",,ask-donation-procedure
20180825-080802_964_live,16,3,persuadee,How do they help children in other parts of the world?,,ask-org-info
20180825-080802_964_live,17,4,persuader,"Well, I know that the research team for this task can take a portion of our payment and send it directly to the Save the Children.",donation-information,
20180825-080802_964_live,18,4,persuader,"It's quick and easy, and even thought it may not seem like a lot of money, I think that every penny counts.",foot-in-the-door,
20180825-080802_964_live,19,4,persuader,I believe we can contribute any portion of our payment: $0 - 0.30.,donation-information,
20180825-080802_964_live,20,4,persuadee,That would be alright.,,acknowledgement
20180825-080802_964_live,21,4,persuadee,"Yes, I would like to donate at least one dollar to help Save the Children.",,provide-donation-amount
20180825-080802_964_live,22,5,persuader,Oh great!,acknowledgement,
20180825-080802_964_live,23,5,persuader,"I don't know if there is a maximum we can contribute, but regardless, I think your support would be really appreciated.",thank,
20180825-080802_964_live,24,5,persuadee,I've heard on the news that many children around the world are with their families trying to escape wars.,,neutral-reaction-to-donation
20180825-080802_964_live,25,5,persuadee,I'm sure Save the Children helps them?,,ask-org-info
20180825-080802_964_live,26,6,persuader,I believe so.,acknowledgement,
20180825-080802_964_live,27,6,persuader,"In places like the middle east or southern Asia, even the smallest donation can go a long way.",foot-in-the-door,
20180825-080802_964_live,28,6,persuadee,"Yes, I agree.",,acknowledgement
20180825-080802_964_live,29,6,persuadee,It's difficult to watch the horrible things these children are going through.,,neutral-reaction-to-donation
20180825-080802_964_live,30,6,persuadee,Our children and grandchildren are so blessed.,,neutral-reaction-to-donation
20180825-080802_964_live,31,7,persuader,"Yes, that's so true.",acknowledgement,
20180825-080802_964_live,32,7,persuader,"I really wish more people could understand the importance of helping other, less fortunate then ourselves.",other,
20180825-080802_964_live,33,7,persuadee,"So, Save the Children has somehow eliminated a high overhead cost.",,positive-reaction-to-donation
20180825-080802_964_live,34,7,persuadee,Good for them.,,positive-reaction-to-donation
20180825-080802_964_live,35,7,persuadee,"I wish other charities would follow, especially local ones.",,positive-reaction-to-donation
20180825-080802_964_live,36,8,persuader,"I believe they've been around for almost 100 years, so hopefully they have a pretty effecient organization.",credibility-appeal,
20180825-080802_964_live,37,8,persuader,"I completely understand that some expenses do occur in a non-profit, but with 90% going directly to the children, I feel pretty good about it.",other,
20180825-080802_964_live,38,8,persuadee,Ok.,,acknowledgement
20180825-080802_964_live,39,8,persuadee,"I'm ready to donate, tell me how!",,ask-donation-procedure
20180825-080802_964_live,40,9,persuader,Nice!,acknowledgement,
20180825-080802_964_live,41,9,persuader,"I think we just have to wrap up our conversation, then the task organizers will automatically deduct our donations.",donation-information,
20180825-080802_964_live,42,9,persuader,Thanks again for supporting such a great cause! :),thank,
20180825-080802_964_live,43,9,persuadee,No problem.,,acknowledgement
20180825-080802_964_live,44,9,persuadee,I'm always about children.,,positive-reaction-to-donation
20180825-080802_964_live,45,9,persuadee,"I agree, this is a good cause.",,positive-reaction-to-donation
20180825-080802_964_live,46,9,persuadee,It was great chatting with you.,,closing
20180825-080802_964_live,47,9,persuadee,Have a great weekend!,,closing
20180825-080802_964_live,48,10,persuader,It was great chatting with you.,closing,
20180825-080802_964_live,49,10,persuader,Have a great weekend! :),closing,
20180825-084657_775_live,0,0,persuader,Hello there!,greeting,
20180825-084657_775_live,1,0,persuadee,hello how are you,,greeting
20180825-084657_775_live,2,1,persuader,Fine.,greeting,
20180825-084657_775_live,3,1,persuader,"We\'re doing this drive for ""Save the Children,"" and we were hoping for you to donate.",proposition-of-donation,
20180825-084657_775_live,4,1,persuadee,i might donate,,positive-reaction-to-donation
20180825-084657_775_live,5,2,persuader,By committing some of your earnings for this HIT towards the cause.,donation-information,
20180825-084657_775_live,6,2,persuadee,im not to sure yet,,neutral-reaction-to-donation
20180825-084657_775_live,7,3,persuader,What are you not sure about?,task-related-inquiry,
20180825-084657_775_live,8,3,persuadee,whether to donate or not,,negative-to-inquiry
20180825-084657_775_live,9,4,persuader,I read an article yesterday that said 1000 children were saved from hunger shelters just by donations from online workers.,emotion-appeal,
20180825-084657_775_live,10,4,persuadee,oh thats great i would donate 5 dollars then,,provide-donation-amount
20180825-084657_775_live,11,5,persuader,That's really great.,acknowledgement,
20180825-084657_775_live,12,5,persuader,Do you need more info about this program?,task-related-inquiry,
20180825-084657_775_live,13,5,persuadee,no i dont,,negative-to-inquiry
20180825-084657_775_live,14,6,persuader,"You're so kind, the children will really appreciate it.",praise-user,
20180825-084657_775_live,15,6,persuader,Have you sponsored any children in the past?,task-related-inquiry,
20180825-084657_775_live,16,6,persuadee,no i havent,,negative-to-inquiry
20180825-084657_775_live,17,7,persuader,"Oh, great.",acknowledgement,
20180825-084657_775_live,18,7,persuader,"Have you heard of ""Save the Children"" before?",source-related-inquiry,
20180825-084657_775_live,19,7,persuadee,yes i have,,positive-to-inquiry
20180825-084657_775_live,20,8,persuader,"Actually, the donation has to be in relation to your payment, what percentage of that are you willing to donate?",ask-donation-amount,
20180825-084657_775_live,21,8,persuadee,5 percent i would donate,,provide-donation-amount
20180825-084657_775_live,22,9,persuader,"5%, that wonderful.",acknowledgement,
20180825-084657_775_live,23,9,persuader,The children will greatly appreciate it.,thank,
20180825-084657_775_live,24,9,persuader,Thank you so much for your kindness and have a great day.,thank,
20180825-084657_775_live,25,9,persuadee,you too my friend,,you-are-welcome
20180825-112434_860_live,0,0,persuader,Have you heard of the charity Save the Children?,source-related-inquiry,
20180825-112434_860_live,1,0,persuadee,"No, I don't believe I have.",,negative-to-inquiry
20180825-112434_860_live,2,0,persuadee,What are their goals?,,ask-org-info
20180825-112434_860_live,3,1,persuader,"They give children a healthy start in life, the opportunity to learn and protection from harm.",credibility-appeal,
20180825-112434_860_live,4,1,persuader,"When crisis strikes, they are always among the first to respond and the last to leave.",credibility-appeal,
20180825-112434_860_live,5,1,persuader,"They do whatever it takes to save children, transforming their lives and the future we all share.",credibility-appeal,
20180825-112434_860_live,6,1,persuadee,That sounds like an amazing charity.,,positive-reaction-to-donation
20180825-112434_860_live,7,1,persuadee,That is something I could really get behind.,,positive-reaction-to-donation
20180825-112434_860_live,8,2,persuader,It's a great charity that has helped more than 155 million children in 120 countries.,credibility-appeal,
20180825-112434_860_live,9,2,persuader,Do you ever donate to charity?,task-related-inquiry,
20180825-112434_860_live,10,2,persuadee,"Yeah, I donate here and there.",,positive-to-inquiry
20180825-112434_860_live,11,2,persuadee,If I'm in the right place at the right time or am given an opportunity.,,positive-to-inquiry
20180825-112434_860_live,12,3,persuader,Save the Children is a wonderful charity to donate to.,credibility-appeal,
20180825-112434_860_live,13,3,persuader,86% of money raised goes directly to the children.,credibility-appeal,
20180825-112434_860_live,14,3,persuader,Would you be interested in donating to Save the Children?,proposition-of-donation,
20180825-112434_860_live,15,3,persuadee,Where does the other percentage of donations go?,,ask-org-info
20180825-112434_860_live,16,3,persuadee,I would possibly be interested!,,other
20180825-112434_860_live,17,4,persuader,9% goes to fundraising and 5% goes to management and general expenses.,credibility-appeal,
20180825-112434_860_live,18,4,persuader,Please ask any questions you may have.,other,
20180825-112434_860_live,19,4,persuader,I want you to feel comfortable knowing your donation is really going to help children.,other,
20180825-112434_860_live,20,4,persuadee,What areas of the world do they cover?,,ask-org-info
20180825-112434_860_live,21,4,persuadee,"Is it an international charity, or exclusive to the US or another country?",,ask-org-info
20180825-112434_860_live,22,5,persuader,The charity helps children in the US and worldwide.,credibility-appeal,
20180825-112434_860_live,23,5,persuader,"Africa, Asia, and the US are the top regions receiving aid from Save the Children.",credibility-appeal,
20180825-112434_860_live,24,5,persuader,Your donation goes a long way too!,logical-appeal,
20180825-112434_860_live,25,5,persuadee,What is the average donation amount that most donors contribute at one time?,,task-related-inquiry
20180825-112434_860_live,26,6,persuader,"I don't have that information at hand, but even .30 cents goes a long way!",foot-in-the-door,
20180825-112434_860_live,27,6,persuader,Would you be willing to donate your earnings from this HIT to help children eat and go to school?,proposition-of-donation,
20180825-112434_860_live,28,6,persuadee,I would be willing to at least donate a portion of my earnings to help this charity.,,agree-donation
20180825-112434_860_live,29,7,persuader,"That's wonderful, thank you!",thank,
20180825-112434_860_live,30,7,persuader,"You know 30 cents may not seem like a lot to you, but to a child who is hungry and sick, it can mean the difference between life and death.",logical-appeal,
20180825-112434_860_live,31,7,persuader,Are you sure you wouldn't want to help a child by donating the full amount?,ask-donate-more,
20180825-112434_860_live,32,7,persuadee,I could do that.,,acknowledgement
20180825-112434_860_live,33,7,persuadee,30 cents for the children is okay with me!,,agree-donation
20180825-112434_860_live,34,8,persuader,Thank you!,thank,
20180825-112434_860_live,35,8,persuader,"Your donation is going to help a child eat, receive an education, and have access to life-saving medicine.",logical-appeal,
20180825-112434_860_live,36,8,persuader,Who knew 30 cents could do so much!?,other,
20180825-112434_860_live,37,8,persuader,Do you have any other questions?,task-related-inquiry,
20180825-112434_860_live,38,8,persuadee,I don't think so.,,negative-to-inquiry
20180825-112434_860_live,39,8,persuadee,Thank you for taking the time to introduce me to this charity!,,thank
20180825-112434_860_live,40,8,persuadee,Do I need to do anything else to make sure I get the money donated?,,task-related-inquiry
20180825-112434_860_live,41,9,persuader,"Nope, it will all be handled on my end.",donation-information,
20180825-112434_860_live,42,9,persuader,"On behalf of children worldwide, thank you for your kindness.",thank,
20180825-112434_860_live,43,9,persuader,"155 million children benefited last year, with your help we'll reach even more!",logical-appeal,
20180825-112434_860_live,44,9,persuadee,Thank you!,,thank
20180825-112615_516_live,0,0,persuader,Hi.,greeting,
20180825-112615_516_live,1,0,persuader,Are you familiar with Save the Children?,source-related-inquiry,
20180825-112615_516_live,2,0,persuadee,Hello.,,greeting
20180825-112615_516_live,3,0,persuadee,I am not familiar with Save the Children,,negative-to-inquiry
20180825-112615_516_live,4,1,persuader,"It is worldwide and helps to feed, shelter and educate underprivileged kids around the world.",credibility-appeal,
20180825-112615_516_live,5,1,persuadee,I think that is a very good charity that appears to be doing good work.,,positive-reaction-to-donation
20180825-112615_516_live,6,1,persuadee,Do you currently volunteer with this charity?,,personal-related-inquiry
20180825-112615_516_live,7,2,persuader,I do.,positive-to-inquiry,
20180825-112615_516_live,8,2,persuader,I help collect donations so the optimum number of children can be helped.,neutral-to-inquiry,
20180825-112615_516_live,9,2,persuader,Will you consider a donation?,proposition-of-donation,
20180825-112615_516_live,10,2,persuadee,I like to support organizations that are Christian based and help further the spread of the Gospel to all of God's children.,,neutral-reaction-to-donation
20180825-112615_516_live,11,2,persuadee,Is this organization Christian or religious based?,,ask-org-info
20180825-112615_516_live,12,3,persuader,It is in terms of values.,credibility-appeal,
20180825-112615_516_live,13,3,persuader,The majority of funds go directly to the basic care needs of children.,credibility-appeal,
20180825-112615_516_live,14,3,persuader,Many have a better opportunity at life because they are nourished.,credibility-appeal,
20180825-112615_516_live,15,3,persuader,What more can we do for the least of these?,other,
20180825-112615_516_live,16,3,persuadee,How does the organization go about determining who and where to support?,,ask-org-info
20180825-112615_516_live,17,4,persuader,It is based entirely on need which is mostly in third world countries.,credibility-appeal,
20180825-112615_516_live,18,4,persuader,Will you consider donating your task payment to further God's children worldwide?,proposition-of-donation,
20180825-112615_516_live,19,4,persuader,There is no greater service than to help.,logical-appeal,
20180825-112615_516_live,20,4,persuadee,Maybe.,,neutral-reaction-to-donation
20180825-112615_516_live,21,4,persuadee,In which countries do they serve?,,ask-org-info
20180825-112615_516_live,22,5,persuader,They serve all African countries and all continents except Antartica.,credibility-appeal,
20180825-112615_516_live,23,5,persuader,Gods love knows no boundaries.,other,
20180825-112615_516_live,24,5,persuader,Please donate your fee to this important charity or at least part of it.,proposition-of-donation,
20180825-112615_516_live,25,5,persuader,You will be blessed.,praise-user,
20180825-112615_516_live,26,5,persuader,I just know it!,other,
20180825-112615_516_live,27,5,persuadee,How many children do you estimate are benefited?,,task-related-inquiry
20180825-112615_516_live,28,6,persuader,Each year hundreds of thousands of little ones are benefited.,positive-to-inquiry,
20180825-112615_516_live,29,6,persuader,My estimation of those benefited by your donation is 3 children for one year.,positive-to-inquiry,
20180825-112615_516_live,30,6,persuadee,Is this organization a 501(c)(3)?,,ask-org-info
20180825-112615_516_live,31,7,persuader,Yes it is.,positive-to-inquiry,
20180825-112615_516_live,32,7,persuader,What amount of your task fee would you like to donate today?,ask-donation-amount,
20180825-112615_516_live,33,7,persuadee,I would like some more information before deciding to donate.,,ask-persuader-donation-intention
20180825-112615_516_live,34,7,persuadee,Where is this organization based?,,ask-org-info
20180825-112615_516_live,35,8,persuader,"They are in Fairfield, CT.",credibility-appeal,
20180825-112615_516_live,36,8,persuader,You can find more information at  URL,credibility-appeal,
20180825-112615_516_live,37,8,persuader,The children need your help.,logical-appeal,
20180825-112615_516_live,38,8,persuader,Please say yes to their most basic needs.,logical-appeal,
20180825-112615_516_live,39,8,persuadee,how many employees are there?,,ask-org-info
20180825-112615_516_live,40,9,persuader,Save the Children employs 1500 people worldwide.,credibility-appeal,
20180825-112615_516_live,41,9,persuader,That is how much our help is needed.,logical-appeal,
20180825-112615_516_live,42,9,persuader,How much would you like to donate and be part of the solution to help our little brothers and sisters in Christ?,proposition-of-donation,
