dialogue_id,turn,text,emotion
2591,2,"Oh , how nice.They ' re bright rooms and the house is very quiet .",4
2591,3,A nice quiet house is exactly what we're looking for .,4
2591,4,"Well , gentleman.Each room is $ 40 a week if you think that's OK .",0
2591,5,That sounds just wonderful to us .,4
2591,6,When do you want to move in ?,0
2591,7,How about this afternoon ?,0
2591,8,Fine . I'll be expecting you around two .,4
2603,0,"I would suggest roast beef , sir .",0
2603,1,"All right , roast beef , please.And I'd like to start with soup .",0
2603,2,We have clear and cream soup at your choice.Which one do you prefer ?,0
2603,3,"Clear soup , please .",0
2610,0,Can I take your order please ?,0
2610,1,Can I get a burger and a large fries ?,0
2610,2,Sure . Anything to drink with that ?,4
2610,3,"A large coke , please .",0
2610,4,Eating here or to go ?,0
2610,5,"Eating here , please .",0
2610,6,That's 7 dollars and 25 cents . You can get free refills with your coke .,0
2642,0,"Excuse me , but I'm looking for a gift for my friend .",0
2642,1,Is it a Chinese New Year's gift or a birthday gift ?,0
2642,2,"Well , it's a wedding gift .",0
2642,3,"Oh , I see . Let me guess ... something sexy for the new bride on her first night of marriage ?",0
2642,4,Basically . But I have no idea what to get ! She's American and kind of ...,0
2642,5,Well-endowed ? Don't worry . I have some bras with bigger cup sizes in the back .,0
2646,0,"Hello , jewelry department . How may I help you ?",0
2646,1,"It's me , Ali . There's this strange guy who keeps coming around . He's been here three times this week .",3
2646,2,He's probably a pervert . Just ignore him .,0
2646,3,He makes me nervous . He looks at me funny . And he never buys anything !,3
2646,4,"Maybe he wants to get something for his girlfriend , but he's embarrassed .",0
2677,0,"Taylor , you're looking a little pale . Are you sure you want to hand out nametags ?",0
2677,1,Do I have a choice ? You said the guy who was supposed to do it didn't show .,0
2677,2,"True . Keep up the good work . Hello , welcome to the reunion of the Class of ' 93 .",0
2677,3,"Just come over here , sir . First you need to sign in and get your photo nametag .",0
2677,4,And don't forget to put in an order for your reunion memory book .,0
2677,5,Would you like to donate to our alumni fund ?,0
2740,0,"That is the most boring , typical gift in the world !",0
2740,1,I know . But this year I want to get him an interesting tie . Like this one .,0
2740,2,That's not exactly a conversation piece . It's so plain .,0
2740,3,It's perfect ! It's a Dilbert tie !,4
2740,4,The diagonal black and red stripes are really conservative though ...,0
2740,5,"But watch this ... it bends upwards , just like Dilbert's tie . There's a wire inside .",0
2740,6,A fly-away tie ! What a riot !,4
2785,0,That dress is very pretty . Why don ’ t you like it ?,4
2785,1,It ’ s too loud .,0
2785,2,We ’ Ve been looking around for many hours.What on earth are you looking for ?,1
2785,3,"Well , you know , those styles or colors don ’ t suit me .",0
2785,4,What style do you want ?,0
2785,5,"I want to buy a V-neck checked sweater , and it should be tight .",0
2785,6,"Oh , I see.How about the color ?",0
2785,7,Quiet color .,0
2785,8,I know a shop selling this kind of sweaters .,0
2785,9,Really ? Let ’ s go there .,6
2850,0,How much is the postage for this postcard to China ?,0
2850,1,How would you like to send it ?,0
2850,2,By airmail .,0
2850,3,Sixty cents please .,0
2850,4,Here you are .,0
2850,5,Please write down the zip code in the mailing address .,0
2850,6,"Oh , one more thing , I want to send the card by registered mail too .",0
2850,7,OK . please give me twenty cents .,0
2850,8,Here it is . and thank you very much .,4
2850,9,You're welcome .,4
2863,0,I'm afraid I forgot to lock the door .,5
2863,1,"You're so careless , Billy .",0
2863,2,"Sorry , Mum , I'll lock it right away .",5
2863,3,I've done it for you .,0
2906,0,Sorry to bother you . But I ’ m having a small problem I thought you might be able to help me with .,5
2906,1,"Sure Paula , shoot !",0
2906,2,"Well , it is about Ms . Connors , the landlord of our rented house .",0
2906,3,"Yeah , What happened ?",0
2906,4,The dishwasher broke down . I had the repair done and deducted the cost from the rent check .,0
2906,5,And so ...,0
2906,6,She is threatening to evict us for not paying the full rent .,0
2906,7,"Hold on , Paula . It does sound pretty serious . But I ’ m sure you can work this out .",0
2906,8,"Well , you are over at the law school . So I wondered if you would mind coming with me when we talk to Ms . Connors . We ’ re supposed to meet with her tomorrow night at eight .",0
2906,9,"Sure , I ’ d be glad to help you straighten things out . Why don ’ t I stop by at about seven thirty ?",4
2906,10,"Thanks a million , you are a lifesaver .",4
2919,0,"Excuse me , This bus goes down town , doesn ’ t it ?",0
2919,1,"Yes , where do you want to go ?",0
2919,2,The worker stadium .,0
2919,3,This is the right bus .,0
2919,4,Do you let me know where to get off ?,0
2919,5,Certainly . Four more stops after this . I ’ ll call out the stops .,4
2919,6,Thank you .,4
2923,0,"Morning , Mum !",0
2923,1,"Morning , Meg . You look not well today ? Are you ill ?",0
2923,2,"No , I am not ill .",0
2923,3,"Then , What ’ s the matter with you my child ?",0
2923,4,Nothing .,0
2923,5,"Oh , come on , baby . Tell me what happened .",0
2923,6,I ... I failed to pass the examination . How I wish I had studied hard .,3
2923,7,Oh . Take it easy . You can set your aim from today .,0
2923,8,"Ok , Mum . I will not fail the examination next time .",0
2926,0,What are you thinking ?,0
2926,1,I ’ m thinking about where we shall spend our vocation .,0
2926,2,It ’ s about 7 o ’ clock . let ’ s have our breakfast first .,0
2926,3,"Ok , dear.We will be late .",0
2926,4,What do you want ?,0
2926,5,A ham salad sandwich .,0
2926,6,"Sorry , I didn ’ t prepare this .",5
2926,7,"Then , I ’ d like some eggs and bread for breakfast instead .",0
2926,8,"Ok , I ’ ll have it sent to you immediately .",0
2939,0,"Excuse me , How do I get to the Grand hotel ?",0
2939,1,"I am sorry , I didn ’ t catch what you said . Could you repeat it please ?",0
2939,2,"The Grand hotel , is it far from here ?",0
2939,3,"Sorry , my English isn ’ t so good . Could you speak a little slower ?",0
2945,0,"Three twenty-five cent stamps , please .",0
2945,1,"Here you are . seventy-five cent , please .",0
2945,2,And please sent this letter by registered mail .,0
2945,3,Is there anything valuable in it ?,0
2945,4,There ’ s a check of two hundred dollars and photograph .,0
2945,5,Shall I make out a receipt ?,0
2945,6,No . don ’ t bother .,0
2945,7,That ‘ ll be ninety-five cents in all .,0
2959,0,Excuse me ! What time is it ? My watch stopped .,0
2959,1,Let me see . It's 9,0
2959,2,Is your watch right ?,0
2959,3,I think so . I set it by the radio this morning .,0
2959,4,"By the way , can you tell me what the date it is today , and what day it is , please ?",0
2959,5,"Well , it's the 10th and on the Tuesday .",0
2972,0,Good morning .,0
2972,1,Good morning.This is Mary.Can I speak to Anne please ?,0
2972,2,I ’ m sorry She isn ’ t in at the momment.She will come back at half past nineCan I take a message for her ?,5
2972,3,Thank you.But I will call her later,4
2972,4,OK.Goodbye .,4
2972,5,Goodbye .,4
2974,0,There ’ s a big sale on clothes and sporting goods at Riverside Mall .,0
2974,1,Sporting goods ? Is that bike Tim wanted on sale ?,0
2974,2,"Yeah , it ’ s 30 percent off the regular price .",0
2974,3,"Well , maybe we could get it now and hide it until his birthday .",0
2974,4,"Yeah , it ’ s a couple weeks away , and we don ’ t have anything yet .",0
2974,5,Don ’ t buy him underwear again . He hates that .,0
2974,6,"I know , I know , but if I didn ’ t buy it for him , he ’ d never buy it .",0
2974,7,See anything else we need there ?,0
2974,8,"Well , all shoes are 20 percent off .",0
2974,9,Shoes ? You already have a closet full of shoes .,0
2974,10,"I know , but another pair can ’ t hurt .",0
2974,11,"Oh , all right . I need some new shirts , too . Let ’ s go after breakfast .",0
2984,0,I'm calling to ask about your apartment you advertised .,0
2984,1,"Yes , we've got great apartments with charming environment and nice scenery.And they are all newly renovated .",0
2984,2,"That sounds fantastic ! But I am looking for something closer to downtown , as I spend most of my time at the office .",4
2984,3,No problem . We have a nice apartment located near the Oriental Square . It's perfect for people busy with office work . It is fully furnished with a service staff taking care of the trivial details .,4
2984,4,"I'm sure they are wonderful , but I need an unfurnished apartment with relatively lower cost .",0
2984,5,"Ah ! I get your point . We have just what you need . Our Jinyuan apartments have several floor plans . The one bedroom apartments are very economical , but their layout makes great use of a small amount of space . I think you can find a very apartment there .",0
2984,6,Great ! I'll arrange a viewing after work tomorrow afternoon . Could you tell me the detailed dress ?,4
2984,7,Of course . It's just at 19 Lingual Road . You can phone me again if you can't find the right place .,0
2984,8,OK . Thank you .,4
2988,0,Tommy played truant today . His teacher called me this morning .,0
2988,1,Where did he go ?,0
2988,2,"I've asked him , but he won't tell me . What should we do about this ? He is like you . I remember when we were at the college , you always skipped classes .",0
2988,3,"Like me ? But you see I am so successful now . And if he is really like me , he will be more successful than me in the future .",6
2988,4,"Stop , stop ... We are talking about our son's attendance for classes and his study . Maybe we could give him a little bit money to pay to go to school .",0
2988,5,"Pay him ? But he studies for himself , not for you or for me or for anybody else . I got an idea . You should send him to class every morning and after the class begins , you can go to work .",6
2988,6,"In that way , I'll be late every day . How about letting him go to school on school bus ?",0
2988,7,That's a good idea . Why have I never thought of that ?,4
2988,8,That's because I went to school for each class when I was at school . So now I am much more clever than you .,0
3003,0,Gosh ! The water faucet is dripping badly again .,6
3003,1,You are going to have a huge bill .,0
3003,2,I know . I ’ Ve got to get it fixed ASAP .,0
3003,3,Don't you wanna get it fixed now ?,0
3003,4,"I wish I could , but I ’ Ve got to go now . I have an appointment in 20 minutes .",0
3003,5,"Well , if you need anything , just let me know .",0
3003,6,"Oh , by the way , could you give me a ride ? My car is still in the garage .",0
3003,7,You sure have bad luck these days .,0
3005,0,Taxi .,0
3005,1,"Get on , PLS . Where do you wanna go ?",0
3005,2,"Thank you . Pls hurry , I am late . Can I get to the Battery Park before 4 ?",4
3005,3,"All right , Miss . I think we will get there if there are no delays on the way .",0
3005,4,How exactly do you figure out the car fare ?,0
3005,5,"According to the kilometer rate , the first five kilometers are 4 dollars and every kilometer extra costs 50 cents .",0
3005,6,"Oh , I see .",0
3005,7,"Here we are , Miss .",0
3005,8,Thank you . How much do I owe you ?,4
3005,9,You owe me 19 dollars .,0
3005,10,That's 20 dollars . Keep the change !,4
3005,11,Thank you !,4
3022,0,Excuse me . Could you help me ?,0
3022,1,Certainly . What can I do for you ?,4
3022,2,I'm looking for a leather belt for my husband .,0
3022,3,Do you know what size he wears ?,0
3022,4,Size 36 . . . I think .,0
3022,5,And what color would you like ?,0
3022,6,"Dark brown , if you have it .",0
3022,7,"Okay . Let's see . . . a size 36 dark brown leather belt . Oh , yes . Her e we are . Do you think your husband will like this one ?",0
3022,8,Yes . I'm sure he will . I'll take it .,4
3022,9,Will this be cash or charge ?,0
3022,10,Do you take Master Card ?,0
3022,11,"No , I'm afraid not . We only accept our own store credit card .",5
3022,12,"Oh . In that case , I'll pay cash .",0
3025,0,Are you ready to order ?,0
3025,1,"Yes , I ’ ll have the Texas chili burger .",0
3025,2,Would you like fries with that ?,0
3025,3,"A large , with tons of ketchup .",0
3025,4,And to drink ?,0
3025,5,"I ’ ll have a diet coke , please .",0
3025,6,Is this dine-in or take-out ?,0
3025,7,"Take-out , please .",0
3028,0,Welcome to Al ’ s Garage . What seems to be the problem ?,0
3028,1,No problem at all ! I am taking a long road trip and I want to make sure my car is in good mechanical condition .,0
3028,2,Very wise decision . When was the last time you had a tune up ?,0
3028,3,"Not that long ago , I think it was four months ago .",0
3028,4,We usually recommend that you bring your car in every five thousand kilometers .,0
3028,5,"Why ? I mean , what exactly do you do to a car that you need to check it so often ?",6
3028,6,"First of all , we change the motor oil and oil filter . If you don ’ t do this , it can cause your engine to wear faster and that means you would probably have to change the pistons and intake valves .",0
3028,7,I see . What else ?,0
3028,8,"We also check your spark plugs , fuel filter , and other oil levels such as hydraulic fluid . We also check the clutch and brakes to determine when you will need new ones .",0
3028,9,"Ok , well , when you put it that way , it doesn ’ t seem like a waste of time and money .",0
3028,10,"Trust me , regular tune ups will keep your car running smoothly and avoid break downs .",0
3035,0,"Hello , 332440 .",0
3035,1,"Oh hello , Sally . This is Dave Thomson here . Could I speak to Jim please ?",0
3035,2,I'm afraid he's not in at the moment Dave . He went out about an hour ago and he's not back yet .,5
3035,3,Any idea when he might be back ?,0
3035,4,"Well , he shouldn't be long . He said he was just going to get some paint . But I wouldn't be surprised if he's stopped off at the pub on the way back .",0
3035,5,"OK . well , tell him I've called , will you , and I'll try again later .",0
3035,6,"All right . Goodbye , Dave .",4
3035,7,Thanks then Sally . Goodbye .,4
3069,0,Hi ! I see you are having fun with your new computer and internet connection .,4
3069,1,There ’ s so much I want to do . I ’ Ve just finished sending lots of emails to friends and family all over the world . I just ran a search for music to download .,0
3069,2,I can give you the name of a few useful website to visit .,0
3069,3,Thanks . That would be very helpful . I ’ Ve discovered that it can take a long time to find exactly what you want . There ’ s too much information on the net .,4
3069,4,"When you sent your emails , did you attach any files to them ?",0
3069,5,"Yes , I did . There ’ s an anti-virus programme with my email account that scans all attachments , so I ’ m sure I haven ’ t sent anything nasty to anyone .",0
3069,6,"When you use the internet , be careful not to give out your email address very often . If you do , you might get a lot of spam-unwanted email form companies trying to sell you things .",0
3069,7,"That ’ s good advice . I should also be careful about giving out confidential information about myself , such as my password and credit car number .",4
3069,8,That ’ s right . Another thing to remember when you are surfing is that you can add a web page to your list of favourites . Your computer will remember the page and you can return there quickly next time,0
3069,9,How do I do that ?,0
3069,10,"Take this web page for example . Press the keys control and d together . Click on favourites at the top of the screen . There you are . It has been added to you favourites list . If you click it , you will",0
3069,11,That ’ s useful to know . Thanks . I ’ ll just log off and shout down my computer and we can go for a coffee .,4
3088,0,Welcome to Galant . How can I help you ?,0
3088,1,Hi . I would like to get an internet plan for my house .,0
3088,2,Of course . We have three different plans with different prices you can choose from . The first one is the cheapest but most basic plan which is thirty dollars a month . This is for broadband internet with a download speed of five hundred and twelve kbps .,0
3088,3,"I have no idea what kbps means . I just want to be able to get online , play games and chat with my friends . Oh , and watch movies online as well .",0
3088,4,"Well , this connection might be a bit too slow for your needs . I suggest you get the premium package for fifty dollars a month which includes a connection speed of two megabytes . That way you can play games online without any lag . This package also includes a wireless router and a personal firewall absolutely free !",0
3088,5,Do I have to pay an installation fee ?,0
3088,6,"Lucky for you , this month we aren ’ t charging our normal installation fee . You are saving yourself 100 bucks right there ! And we ’ ll throw in this pen drive !",4
3088,7,Awesome !,4
3105,0,"Dad , I ’ d like to borrow some money .",0
3105,1,"Sure , Johnny , how much do you need ? five bucks ?",4
3105,2,"Come on , Dad , I need thirty thousand . I wanna get into the market . You know , I ’ m tired of hearing all this news about the economic downturn , the inevitable recession , people stuffing their money in their mattresses . I look at this as an opportunity . This is a chance for me to get a jump start on building my nest egg .",0
3105,3,"I don ’ t know about that.with all the uncertainty in the markets right now , it would be a very unwise decision to invest . I don ’ t know if you ’ re aware son , but there has been a lot of turmoil in the markets recently . There have already been half a million layoffs in the last few months , and we have no idea how the proposed stimulus package will impact the economy . There ’ s just too much instability . I wouldn ’ t feel comfortable investing in this climate .",0
3105,4,"But look at it this way , every challenge is an opportunity.And anyway , I ’ m not talking about investing in the domestic market . There are emerging markets that promise great returns . Look at China , for example.they have 1.4 billion people , half a billion of whom have recently entered the middle class . Here alone , the aggregate demand for consumer goods represents an amazing wealth generating opportunity .",0
3105,5,"Come on , son , you ’ re looking at this too naively , the Chinese market has exhibited a great deal of instability , and their currency has been devalued by almost a whole percentage point .",0
3105,6,"Fine , then ! If that ’ s the way you feel , so be it . But you ’ re losing out on a great opportunity here . I ’ m going to go hit up Mum for the cash .",1
3120,0,Ah ! No ! Damn it !,1
3120,1,It's a blackout . Now I can't see Seinfeld .,0
3120,2,So what ? I just lost one hour's worth of work .,0
3120,3,Really ? How could you do that ? Don't you save every couple minutes ?,6
3120,4,"No , I didn't save this time.Damn it ! And I'm sick of writing this paper . Now I have to write it all over again too .",1
3120,5,"I've had that problem too many times . So I learned to save.When I'm writing something , I save every three sentences or so . I don't want to lose anything .",0
3120,6,I hate computers . Sometimes I think they cause more trouble than they're worth .,0
3120,7,What are we going to do now ?,0
3120,8,I don't know . I feel like going out .,0
3120,9,I wonder how much of the city is down .,0
3120,10,It doesn't matter . I still can go out and buy a beer .,0
3120,11,"Maybe . But if there's a blackout , probably the pubs are closed.And besides , I know you have a political science exam tomorrow . I thought you had a lot of reading to do .",0
3120,12,"Yes , that's true . Damn ! I just lost half my paper , and now I can't even do my homework.This is a bad time for this to happen .",1
3120,13,"I have a flashlight in my closet . If you want to use that to read , you can .",0
3120,14,Thanks . I think I will try . Where are you going ?,4
3120,15,I like your idea of getting a beer . I think I'll go out myself .,0
3120,16,"Maybe we can trade.Why don't you stay here and read for my exam , and I'll go drink beer ?",0
3120,17,"No , it just won't work.If I read for your exam , you won't know the answers tomorrow . I will .",0
3120,18,So ? You can go to the class for me.Just write my name on the exam book and take the exam . Why not ?,0
3120,19,How many students are in the class ?,0
3120,20,About fourteen .,0
3120,21,"So it won't work , old buddy . They'll see that I'm not you . Sorry .",0
3120,22,Damn !,1
3123,0,"Mom , Dad ! Can you come to my room ? I think there is something under my bed !",3
3123,1,"Son , you just go back to bed , and stop crying wolf .",0
3126,0,Can you give me a hand with the dishes ?,0
3126,1,Sure . Should I wash or dry ?,0
3126,2,I wash and you'll dry .,0
3126,3,OK . Let's do it .,0
3130,0,I'd like you to do me a favor .,0
3130,1,What is it ?,0
3130,2,Can you mail this at the post office for me ? I have to go to the doctor for an appointment and I don't have enough time to go to the post office .,0
3130,3,Sure . And I'd like you to get some cold medicine for me when you go to the doctor's .,4
3138,0,Do you sell washing machines ?,0
3138,1,Yes . We ’ re having a special sale on this machine here .,0
3138,2,Is that a Danish machine ? The name looks Danish .,0
3138,3,No . It ’ s Swedish . Would you like me to demonstrate it for you ?,0
3138,4,Sure . I ’ d like to see how it washes .,0
3148,0,The road ahead is blocked . There might have been an accident .,0
3148,1,Are there many accidents in the city every day ?,0
3148,2,"Not really , but they are on the rise .",0
3148,3,"Please drive slowly , we've got lots of time . Safety first .",0
3166,0,I have been washing the dishes for over a week now .,0
3166,1,"Well , I think you are very good at doing the dishes , so maybe you should do them for another week .",0
3166,2,No . We made an agreement that we would take turns doing the dishes . Now it's your turn to do them .,0
3166,3,"OK , I'll do them .",0
3192,0,Could I speak to the apartment manager ?,0
3192,1,I am the apartment manager . How can I help you ?,0
3192,2,I wanted to know if that apartment on Main Street is still for rent .,0
3192,3,I haven't rented it out yet . Would you like to see it ?,0
3192,4,"Yes , I want to see it .",0
3192,5,How about today at 6 p . m . ?,0
3192,6,That time is okay with me .,0
3192,7,Very good . We'll meet at 6 . Do you need directions ?,4
3192,8,"No , thank you . I go by there on my way to work .",0
3192,9,"If you're interested , you can fill out an application form .",0
3192,10,That's a good idea . Do I need to bring anything myself ?,4
3192,11,No . The only thing I need to see is your driver's license .,4
3270,0,"Where ’ s Sally , Jack ?",0
3270,1,"She ’ s in the garden , Jane .",0
3270,2,What ’ s she doing ?,0
3270,3,She ’ s sitting under the tree .,0
3270,4,"Is Tim in the garden , too ?",0
3270,5,"Yes , he is . He ’ s climbing the tree .",0
3270,6,I beg your pardon ? Who ’ s climbing the tree .,6
3270,7,Tim is .,0
3270,8,What about the dog ?,0
3270,9,"The dog ’ s in the garden , too . It ’ s running across the grass . It ’ s running after a cat .",0
3311,0,"Mon and I got in another fight , Boris .",0
3311,1,"oh , Iris ! what was it about this time ?",0
3311,2,it was over food . I simply wanted some fried chicken but she said no .,0
3311,3,I believe she was right . You must know that fried foods contain a lot of fat .,0
3311,4,"oh , she keeps saying that . She never allows me to have them .",0
3311,5,I think you'd better take her advice since health is the greatest wealth .,0
3311,6,"But , Boris , i am not a baby any more .",0
3311,7,"well , that's true .",0
3311,8,how about your mother ?,0
3311,9,she also believes in healthy diet . And she requires us to have regular meals .,0
3311,10,poor you . It seems we are in the same boat .,0
3311,11,"Oh , i am grateful for my mother on this point . her idea of healthy eating helps me a lot keeping fit .",4
3311,12,really ? so you don't have fried food at all .,6
3311,13,not really . I may have some occasionally for a chance . But I don't indulge myself too much .,0
3311,14,how do you manage it ?,0
3311,15,"it's pretty simple , Iris . Just keep it in mind that you're what you eat .",0
3331,0,"So , what's on the menu for dinner tonight ?",0
3331,1,You tell me .,0
3331,2,You're not going to make anything to eat ?,6
3331,3,You never cook . I always do .,0
3331,4,I think you're a better cook than I am .,0
3331,5,"Oh please , you need to cook tonight .",0
3331,6,So you're telling me that you want me to make dinner ?,0
3331,7,It was a hard day . Can you just do this for me tonight ?,0
3331,8,"I'll cook dinner , don't worry .",0
3331,9,I'm going to go rest for a little bit .,0
3331,10,"I'll come wake you when it's ready , okay ?",0
3331,11,Thanks .,4
3344,0,What do you want to eat for breakfast ?,0
3344,1,All I usually have is some cereal for breakfast .,0
3344,2,You know that breakfast is the most important meal of the day ?,0
3344,3,"I sometimes run late in the morning , and can't make breakfast .",0
3344,4,That's not a good excuse .,0
3344,5,Tell me what you eat in the morning .,0
3344,6,"I just eat some oatmeal , toast , and orange juice .",0
3344,7,That sounds like a great breakfast .,4
3344,8,"It's good , and it's easy to make .",4
3344,9,That sounds like a very quick meal .,4
3344,10,"So , are you still going to have cereal ?",0
3344,11,I think I'm going to make myself some oatmeal and toast .,0
3348,0,Have you ever been shopping at Whole Foods ?,0
3348,1,"No , I haven't . Is the food good there ?",0
3348,2,They have the freshest foods there .,4
3348,3,I usually shop at Sons .,0
3348,4,"I used to shop there , but I find the food at Whole Foods to be a lot better .",0
3348,5,What's the problem with Sons ?,0
3348,6,They don't have a lot of organic foods there .,0
3348,7,Is there a big selection of organic foods at Whole Foods ?,0
3348,8,They have lots of healthier food at Whole Foods .,0
3348,9,"I haven't been shopping there , but maybe I'll try it sometime .",0
3348,10,"Whole Foods is way better than Sons , trust me .",4
3348,11,I'll take your word for it .,0
3371,0,Did your meal meet with your approval ?,0
3371,1,Our meal was absolutely perfect !,4
3371,2,How about a dessert to top off that wonderful meal ?,0
3371,3,"Dessert sounds perfect , but I would like to split something with my friends .",4
3371,4,"On this evening's dessert list , we have chocolate mousse cake , homemade fresh strawberry shortcake , and a spicy rum apple crisp .",0
3371,5,I think that the apple crisp would be wonderful .,4
3371,6,"One dessert will serve two , so would you like to split a second one ?",0
3371,7,"We would also like a piece of chocolate mousse cake . Could you bring us four dessert forks , please ?",0
3371,8,How about some coffee and tea as well ?,0
3371,9,We are all tea drinkers . Please bring us four teas .,0
3371,10,I will prepare your desserts and have someone bring you your drinks right away .,0
3371,11,The hot drinks first would be great . Thanks !,4
3384,0,My throat is really dry .,0
3384,1,Do you want to go get something to drink ?,0
3384,2,"Yes , I'm parched .",0
3384,3,What did you want to drink ?,0
3384,4,I was thinking about getting a soda .,0
3384,5,Do you know that soda doesn't quench your thirst ?,0
3384,6,Why not ?,6
3384,7,Soda is really bad for you .,0
3384,8,I don't know what else to drink .,0
3384,9,You're supposed to drink water when you're dehydrated .,0
3384,10,I would like some water .,0
3384,11,That's what will keep you from being thirsty .,0
3388,0,Are you ready to order ?,0
3388,1,I think that we have a pretty good idea of what we would like to order .,4
3388,2,"Let me tell you about the specials of the day , which are chicken in a wine sauce with capers , and grilled garlic shrimp .",0
3388,3,I was wondering if the chef could leave off the sauce .,0
3388,4,The chef would be happy to accommodate your special requests .,0
3388,5,I am a vegetarian . Do you have any vegetarian selections ?,0
3388,6,You could choose the roasted vegetable and garlic pizza or the goat cheese and candied walnut salad .,0
3388,7,I think that we will split the roasted vegetable and garlic pizza .,0
3388,8,"That is a good selection , and I can bring your salads now or serve them with your entree .",0
3388,9,You can bring us our salads when you bring us our entree .,0
3402,0,I need to get internet .,0
3402,1,Which kind of internet connection do you want to get ?,0
3402,2,What kind can I get ?,0
3402,3,There is dial-up or DEL .,0
3402,4,Which one do you feel is best ?,0
3402,5,I would get DEL if I were you .,0
3402,6,DEL is better than dial-up ?,0
3402,7,"It's the best choice ; plus , it won't tie up your phone line .",0
3402,8,I'm not sure what that means .,0
3402,9,"Dial-up is connected through your phone , unlike DEL .",0
3402,10,That'll make it impossible for me to use .,0
3402,11,Exactly . With DEL you don't have that problem .,0
3425,0,What's for dinner tonight ?,0
3425,1,It's whatever you're planning on cooking .,0
3425,2,You're not going to cook ?,0
3425,3,"No , I always cook .",0
3425,4,"Yeah , and I love your cooking .",4
3425,5,"Don't give me that . If you're hungry , then cook dinner .",0
3425,6,You're being serious ?,6
3425,7,"Look , I'm really tired tonight . I don't feel like cooking dinner .",0
3425,8,"Okay , I'll make dinner tonight .",0
3425,9,Thank you . I'm going to bed .,4
3425,10,Do you want me to wake you up when dinner is ready ?,0
3425,11,"Yes , please .",0
3433,0,Can you send someone to fix my internet ?,0
3433,1,Are you having a problem with it ?,0
3433,2,My internet is having problems connecting .,0
3433,3,Can you tell me how long your internet has been messing up ?,0
3433,4,I've been having this problem for the last few days .,0
3433,5,Will the internet even pop up ?,0
3433,6,"It'll pop up , but it won't connect to a webpage .",0
3433,7,"Since the internet isn't broken , your connection must be messed up .",0
3433,8,Do you think you can send somebody over to fix it ?,0
3433,9,"If you'd like , I can send someone to fix it right now .",0
3433,10,How long will it be till they get here ?,0
3433,11,It should be no longer than an hour .,0
3457,0,Pasadena Traffic School . How can I help you ?,0
3457,1,I would like to sign up for some classes .,0
3457,2,What classes did you want to sign up for ?,0
3457,3,I need to take a driver's course .,0
3457,4,You'll have to make an appointment .,0
3457,5,What do I need to make an appointment for ?,0
3457,6,You need an appointment so you can sign the papers .,0
3457,7,"All right , can I make an appointment right now ?",0
3457,8,When are you available ?,0
3457,9,Can I make it for tomorrow at 9,0
3457,10,I can schedule you for that day and time .,0
3457,11,Thanks a lot . I'll be there tomorrow .,4
3494,0,Did you get your bus pass ?,0
3494,1,I haven't gone to get it yet .,0
3494,2,Why haven't you got it ?,0
3494,3,I don't know where to go to get one .,0
3494,4,I know where to get them from .,0
3494,5,Where do I get it ?,0
3494,6,They sell them at the business office on campus .,0
3494,7,I had no idea .,0
3494,8,I'm sure you didn't .,0
3494,9,Thank you .,4
3494,10,Don't mention it .,4
3494,11,I'll buy it later on today .,0
3513,0,I really like the way this house looks .,4
3513,1,"Yes , it has great curb appeal .",4
3513,2,The landscaping is wonderful !,4
3513,3,"Yes , it is nice , but wait until you see the interior .",4
3513,4,"Oh , I see what you mean !",4
3513,5,"The carpeting and paint are all new , as well as the window treatments .",0
3513,6,I love the sage green carpeting with the sunset-colored walls .,4
3513,7,Come and see the kitchen .,0
3513,8,"Oh , look at that beautiful countertop material and the double sink !",4
3513,9,Let ’ s go check out the bedroom and bathroom .,0
3513,10,I really like the Jacuzzi bathtub in the bathroom .,4
3513,11,I am happy that you like the house . We should write down what we like so that we can remember it .,3
3530,0,"I'm looking for the produce section , please .",0
3530,1,All of the produce is in aisle A .,0
3530,2,Are bananas on sale today ?,0
3530,3,"Here you go . Look in this flyer , or check with the produce person .",0
3542,0,Hi . Are you new in this class ?,0
3542,1,"Yes , I am . I really don ’ t know anyone .",0
3542,2,Did you just arrive in this country ? You look a little nervous .,0
3542,3,"No . I was here last semester , but I didn ’ t find out about this class in time . So I ’ m taking it this semester .",0
3542,4,I took this course last semester too . Now I am taking it again !,0
3542,5,How is it ? Did you learn anything here ? Why are you taking it again ?,0
3542,6,"Wow , you have a lot of questions ! I learned a lot . In fact , that ’ s why I am taking it again . I get lots of practice in speaking , and also in writing . I ’ m sure you ’ ll be glad you took this course . I ’ ll even help you study if you ’ d like .",0
3542,7,That ’ s just what I need . Thanks so much . You ’ Ve been a big help already .,4
3547,0,"Excuse me , I would like to know something about this campus . Right now it seems very big and confusing ! I have no idea where I am going or what I am doing .",0
3547,1,Do you have a map of the campus ?,0
3547,2,"Yes , I have , but it doesn ’ t help me very much . I ’ m not very good at reading maps .",0
3547,3,Do you know where your classes are ?,0
3547,4,"More or less . I go to three different buildings , and always get there late . I feel so hopeless . I don ’ t know why I am late all the time . No one else seems to be .",0
3547,5,That's because you don't know the short cuts . You'll learn them after a while . I can show you the ropes .,0
3549,0,Can you help me find a nice gift for my young niece ?,0
3549,1,"Barbie dolls are quite popular , you know .",0
3549,2,You're right . Girls love Barbie . Show me a Barbie doll .,0
3549,3,Take a look at the newest Barbie — Digital Barbie .,0
